created_at,timestamp,static_updated_at,position_updated_at,mmsi,latitude,longitude,speed,course,heading,imo,name,call_sign,flag,draught,ship_type_code,ship_type,length,width,eta,destination,status,collection_type
2024-01-01 00:00:01.035 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:24 UTC,2024-01-01 00:00:01 UTC,657993000,6.325353333333334,3.4577016666666665,6.1,135.2,136,9607318,MT SANTA MONICA     ,5NXF   ,NG,4.5,80,Tanker,112,16,2023-11-14 05:00:00 UTC,ARMED GUARDS ONBOARD,0,terrestrial
2024-01-01 04:25:53.79 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:43:21 UTC,2024-01-01 00:00:01 UTC,725001143,-42.314625,-72.792846666666676,0,231.7,216,0,KLIO@@@@@@@@@@@@@@@@,CA4523@,CL,0.4,99,Other,76,18,2023-12-30 21:59:00 UTC,CTA AYACARA   @@@@@@,0,satellite
2024-01-01 00:00:33.189 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:57:48 UTC,2024-01-01 00:00:01 UTC,657193500,5.3742633333333334,4.3473766666666664,0.2,16.1,281,9533725,MV A60              ,5OKE   ,NG,4.5,90,Other,87,19,2023-08-04 14:30:00 UTC,ERHA                ,0,terrestrial
2024-01-01 00:46:09.79 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:42:45 UTC,2024-01-01 00:00:01 UTC,636015991,-6.047741666666667,-7.8097983333333332,15.6,327.2,330,9325178,GOLD STAR           ,D5DX2  ,LR,9,70,Cargo,183,31,2023-01-11 12:00:00 UTC,GB BRS              ,0,satellite
2024-01-01 00:46:10.17 UTC,2024-01-01 00:00:01 UTC,2023-12-31 22:38:35 UTC,2024-01-01 00:00:01 UTC,538008708,0.94999666666666671,-10.439408333333335,11.1,145.2,145,9877664,SOLAR AILENE        ,V7A2677,MH,9.4,80,Tanker,169,25,2023-01-18 14:00:00 UTC,PORT LOUIS          ,0,satellite
2024-01-01 00:51:42.154 UTC,2024-01-01 00:00:01 UTC,2023-12-31 17:59:50 UTC,2024-01-01 00:00:01 UTC,247291600,-4.80252,-24.308603333333334,11.5,131.8,129,9480540,PS CADIZ            ,ICOD   ,IT,13.7,70,Cargo,230,32,2023-02-02 00:00:00 UTC,US MSY > SG PEBGB   ,0,satellite
2024-01-01 04:25:53.671 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:56:30 UTC,2024-01-01 00:00:01 UTC,725003208,-53.125231666666664,-70.859411666666659,0,308.9,511,9343235,LENADURA@@@@@@@@@@@@,CA 7806,CL,4.5,52,Tug,27,10,2023-11-20 16:00:00 UTC,PUNTA ARENAS@@@@@@@@,0,satellite
2024-01-01 00:00:03.069 UTC,2024-01-01 00:00:01 UTC,,2024-01-01 00:00:01 UTC,7010308,-38.791321666666668,-62.26589,,,,,,,AR,,,,,,,,,terrestrial
2024-01-01 00:00:15.715 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:02 UTC,2024-01-01 00:00:01 UTC,657101100,4.0467366666666669,7.50842,0.3,51.2,262,9668257,MV TEMILE           ,5NX0   ,NG,5,90,Other,87,19,2023-12-27 01:00:00 UTC,YOHO                ,0,terrestrial
2024-01-01 00:46:10.113 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:46:36 UTC,2024-01-01 00:00:01 UTC,566113000,-12.574983333333334,-23.055868333333333,11.9,304,305,9446099,PSU CMP@@@@@@@@@@@@@,9V3215@,SG,8.5,79,Cargo,289,45,2023-01-06 02:30:00 UTC,IN DAH>BR PMA@@@@@@@,0,satellite
2024-01-01 00:46:09.821 UTC,2024-01-01 00:00:01 UTC,2023-12-31 19:32:46 UTC,2024-01-01 00:00:01 UTC,538009053,-16.827336666666667,-36.520358333333334,11.9,16.1,17,9883065,SSI PROVIDENCE      ,V7A4247,MH,10,70,Cargo,180,30,2023-01-18 06:00:00 UTC,MX TUX              ,0,satellite
2024-01-01 01:18:05.334 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:58:44 UTC,2024-01-01 00:00:01 UTC,511100634,-8.7364033333333335,13.319170000000002,0,129,342,9130470,ATH LEMBA           ,T8A3814,PW,4.5,88,Tanker,102,16,2023-06-05 10:00:00 UTC,LUANDA              ,0,satellite
2024-01-01 00:00:04.928 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:59:26 UTC,2024-01-01 00:00:01 UTC,259006000,-22.839841666666665,-43.139901666666667,0,287.2,44,9484845,STRIL EXPLORER      ,LAZT7  ,NO,4.5,70,Cargo,76,16,2023-12-21 13:00:00 UTC,BRRIO               ,1,terrestrial
2024-01-01 04:25:53.77 UTC,2024-01-01 00:00:01 UTC,2023-12-31 20:54:36 UTC,2024-01-01 00:00:01 UTC,374804000,-49.939106666666667,-61.442085,10.9,205.7,205,9756743,NAVIOS FELIX        ,3EXY3  ,PA,15.6,70,Cargo,292,45,2023-01-20 00:00:00 UTC,LAZARO CADERNAS     ,0,satellite
2024-01-01 00:46:10.113 UTC,2024-01-01 00:00:01 UTC,2023-12-31 19:30:02 UTC,2024-01-01 00:00:01 UTC,538009161,-7.6172316666666671,-31.052626666666665,11.9,23,24,9478743,ECOOCEAN            ,V7A4396,MH,10.4,79,Cargo,190,32,2023-01-10 12:00:00 UTC,ARSLO=>MACAS        ,0,satellite
2024-01-01 04:25:53.811 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:55:32 UTC,2024-01-01 00:00:01 UTC,725001292,-53.12078666666666,-70.866255,0.4,227.5,511,9627306,PATHAGON@@@@@@@@@@@@,CA 5053,CL,2.6,14,Wing In Ground,96,16,2023-05-16 19:00:00 UTC,PUNTA ARENAS @@@@@@@,0,satellite
2024-01-01 00:51:42.476 UTC,2024-01-01 00:00:01 UTC,2023-12-31 19:28:29.549 UTC,2024-01-01 00:00:01 UTC,311000945,-24.629711666666665,-42.264813333333336,0.1,238.4,185,9881457,FPSO SEPETIBA       ,C6EN4  ,BS,10.4,90,Other,331,60,2023-09-06 06:00:00 UTC,BRADR               ,3,satellite
2024-01-01 00:51:42.464 UTC,2024-01-01 00:00:01 UTC,2023-12-31 20:59:57 UTC,2024-01-01 00:00:01 UTC,636022943,-24.787193333333335,-42.868253333333335,11.4,278.3,283,9738791,ANDERMATT           ,5LLE4  ,LR,13.1,70,Cargo,225,32,2023-01-01 19:00:00 UTC,BR SSZ              ,0,satellite
2024-01-01 00:51:42.331 UTC,2024-01-01 00:00:01 UTC,2023-12-31 21:40:48 UTC,2024-01-01 00:00:01 UTC,533130892,-22.472105,-40.059563333333337,0,291.6,10,9598256,EAGLE PARAIBA       ,9MPU2  ,MY,8.7,80,Tanker,245,42,2023-12-30 15:00:00 UTC,FSO P38             ,0,satellite
2024-01-01 00:51:42.095 UTC,2024-01-01 00:00:01 UTC,2023-12-31 19:07:59 UTC,2024-01-01 00:00:01 UTC,710012580,-20.0152,-39.577391666666671,2.6,273.4,211,7911791,ILHA DA TRINDADE    ,PP7737 ,BR,3.4,54,Special Craft,64,16,2023-12-30 06:00:00 UTC,CDVIT               ,0,satellite
2024-01-01 00:51:42.088 UTC,2024-01-01 00:00:01 UTC,2023-12-31 22:21:10 UTC,2024-01-01 00:00:01 UTC,710026360,-10.843045,-36.91815,0.1,327.2,511,9659610,BARU SERRANA        ,PS3305 ,BR,2.8,70,Cargo,47,9,2023-10-28 12:00:00 UTC,ARACJU@@@@@@@@@@@@@@,0,satellite
2024-01-01 04:25:53.668 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:07:17 UTC,2024-01-01 00:00:01 UTC,257791000,-52.928253333333338,-73.904805,12,120.7,122,9911654,BELGUARDIAN         ,LANS8  ,NO,13.5,0,Other,200,32,2023-01-24 17:00:00 UTC,US MSY              ,0,satellite
2024-01-01 00:46:09.958 UTC,2024-01-01 00:00:01 UTC,2023-12-31 16:53:34 UTC,2024-01-01 00:00:01 UTC,566407000,-3.2487833333333334,-6.7115866666666664,19.3,321.9,325,9461881,APL LE HAVRE@@@@@@@@,9V9375@,SG,13.8,71,Cargo,354,46,2023-01-07 07:00:00 UTC,TANGER MED@@@@@@@@@@,0,satellite
2024-01-01 04:24:31.503 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:57:42 UTC,2024-01-01 00:00:01 UTC,725001172,-53.125531666666667,-70.858866666666671,0,230,315,9623154,BEAGLE              ,CA4673 ,CL,5.1,52,Tug,33,12,2023-12-31 12:00:00 UTC,PUNTA ARENAS        ,5,satellite
2024-01-01 01:18:05.329 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:15:07 UTC,2024-01-01 00:00:01 UTC,352986172,-11.904924999999999,12.295325,11.6,11.3,10,9324655,XIN BO              ,3E3922 ,PA,8.3,70,Cargo,190,32,2023-01-01 15:00:00 UTC,LUANDA              ,0,satellite
2024-01-01 04:25:53.351 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:55:54 UTC,2024-01-01 00:00:01 UTC,412336718,-53.228680000000004,-70.917253333333335,0.6,327.2,511,8788402,LUWEIYUANYU969      ,BBFC4  ,CN,0,30,Fishing Vessel,65,11,2023-01-01 00:00:00 UTC,@@@@@@@@@@@@@@@@@@@@,0,satellite
2024-01-01 01:18:05.007 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:58:02 UTC,2024-01-01 00:00:01 UTC,636093108,-12.297931666666667,13.56343,6.9,261.1,256,9403463,DOUALA EXPRESS@@@@@@,5LFX7@@,LR,5.9,70,Cargo,148,23,2023-02-01 07:00:00 UTC,AO LOB > AO MSZ@@@@@,0,satellite
2024-01-01 00:51:30.383 UTC,2024-01-01 00:00:01 UTC,2023-12-31 23:44:43 UTC,2024-01-01 00:00:01 UTC,538003593,-22.701771666666666,-40.677001666666669,0.2,316.5,511,8755039,PLATAFORMA 65       ,V7RX2  ,MH,0,90,Other,104,102,,@@@@@@@@@@@@@@@@@@@@,15,satellite
2024-01-01 00:51:42.412 UTC,2024-01-01 00:00:01 UTC,2023-12-31 22:54:45 UTC,2024-01-01 00:00:01 UTC,370823000,-24.538453333333333,-42.133481666666661,0.5,43.4,139,9063067,PIONEIRO DE LIBRA@@@,3FJP9@@,PA,16,80,Tanker,309,55,2023-05-20 09:00:00 UTC,SANTOS BASIN@@@@@@@@,1,satellite
2024-01-01 00:00:18.506 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:58:12 UTC,2024-01-01 00:00:02 UTC,657185300,4.2351800000000006,8.0487616666666675,1,41.6,511,9611424,SURFER 2612@@@@@@@@@,5OGJ3@@,NG,1.2,69,Passenger Ship,26,6,2023-12-14 12:23:00 UTC,YOHO@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:04.584 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:50:39 UTC,2024-01-01 00:00:02 UTC,701006219,-38.89523,-62.100294999999996,0,360,511,0,AKORT@@@@@@@@@@@@@@@,LW9945@,AR,0,50,Special Craft,26,6,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:21.154 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:58:53 UTC,2024-01-01 00:00:02 UTC,657224200,4.1201816666666664,8.2613583333333338,0.3,329.4,128,9909883,AUS PIONEER         ,5OSR   ,NG,20,69,Passenger Ship,40,8,2023-01-01 00:00:00 UTC,@@@@@@@@@@@@@@@@@@@@,13,terrestrial
2024-01-01 00:00:04.472 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:55:25 UTC,2024-01-01 00:00:02 UTC,770576466,-34.898911666666663,-56.198743333333333,0,169.6,251,9828742,D11-21 DE JULIO     ,CXMC   ,UY,3.5,33,Special Craft,91,18,2023-01-01 00:00:00 UTC,@@@@@@@@@@@@@@@@@@@@,3,terrestrial
2024-01-01 00:00:06.069 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:58:08 UTC,2024-01-01 00:00:02 UTC,657226700,-0.63255000000000006,8.7196433333333321,3.6,232.7,511,9551911,SD SALVOR           ,50TH   ,NG,5.4,36,Sailing Vessel,32,12,2023-11-12 08:00:00 UTC,PORT GENTIL         ,8,terrestrial
2024-01-01 00:00:02.303 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:59:52 UTC,2024-01-01 00:00:02 UTC,657170800,4.457295,7.1706266666666663,0.1,95.2,32,9786401,DEFENDER IV         ,5OGN   ,NG,2,35,Special Craft,33,7,2023-09-18 15:40:00 UTC,SECURITY OPS        ,8,terrestrial
2024-01-01 00:00:02.221 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:56:52 UTC,2024-01-01 00:00:02 UTC,657876000,4.2469216666666672,8.046495,2.5,181.7,511,0,SURFER 1942@@@@@@@@@,NUV8@@@,NG,0,60,Passenger Ship,19,4,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 01:18:05.14 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:55:15 UTC,2024-01-01 00:00:02 UTC,613000310,4.0125816666666667,9.6719633333333341,0,280.3,511,0,BANDJOUN 3          ,DHERY L,CM,0,91,Other,0,0,,PATROL              ,4,satellite
2024-01-01 01:18:05.176 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:56:06 UTC,2024-01-01 00:00:02 UTC,657253700,4.7737466666666668,7.0661683333333336,0,88.2,93,9664079,JOVANI              ,5OZJ   ,NG,5,52,Tug,33,12,2023-06-22 09:00:00 UTC,PORT HARCOURT NIGT  ,8,satellite
2024-01-01 00:00:17.102 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:56:01 UTC,2024-01-01 00:00:02 UTC,657192600,4.150015,8.1026733333333336,7.1,252,253,9870202,DEFENDER X          ,5OJX   ,NG,2.2,92,Other,0,0,2023-10-15 16:00:00 UTC,ONNE                ,8,terrestrial
2024-01-01 00:00:04.483 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:59:07 UTC,2024-01-01 00:00:02 UTC,538007608,4.4549650000000005,7.1574316666666666,0,256.2,27,9257498,PRESTIGIOUS         ,V7W19  ,MH,8,89,Tanker,223,32,2023-12-30 14:00:00 UTC,NG BON              ,1,terrestrial
2024-01-01 00:00:04.565 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:54:47 UTC,2024-01-01 00:00:02 UTC,710002542,-23.938645,-46.313493333333334,0,220.4,511,9806378,SAAM ARUA           ,PU2251 ,BR,5,4,,25,11,,SANTOS              ,12,terrestrial
2024-01-01 00:00:02.035 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:54:02 UTC,2024-01-01 00:00:02 UTC,710089711,-22.872398333333333,-43.112578333333332,0,14.5,14,,ISAMAR V@@@@@@@@@@@@,001006@,BR,,30,Fishing Vessel,17,10,,,,terrestrial
2024-01-01 00:00:06.071 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:56:06 UTC,2024-01-01 00:00:02 UTC,657253700,4.7737466666666668,7.0661683333333336,0,88.2,93,9664079,JOVANI              ,5OZJ   ,NG,5,52,Tug,33,12,2023-06-22 09:00:00 UTC,PORT HARCOURT NIGT  ,8,terrestrial
2024-01-01 00:00:04.705 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:59:38 UTC,2024-01-01 00:00:02 UTC,710008040,-22.892016666666667,-43.193348333333333,0.2,360,511,,PILOT 10@@@@@@@@@@@@,PR9930@,BR,,50,Special Craft,11,4,,,,terrestrial
2024-01-01 00:00:35.052 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:56:39 UTC,2024-01-01 00:00:02 UTC,352325000,5.1178616666666672,5.2256983333333329,0,0,0,9165346,TULJA BHAVANI       ,3FEJ8  ,PA,11.5,80,Tanker,332,58,2023-08-01 12:00:00 UTC,TURKEY DRY DOCK     ,0,terrestrial
2024-01-01 00:00:02.283 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:58:59 UTC,2024-01-01 00:00:02 UTC,657209000,3.917095,8.0313916666666678,10.3,47.5,42,8964161,SIRIUS 1            ,5OPW   ,NG,3,99,Other,39,8,,@@@@@@@@@@@@@@@@@@@@,8,terrestrial
2024-01-01 00:00:04.97 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:55:22 UTC,2024-01-01 00:00:02 UTC,659484000,-22.935705,14.5101,0,262.4,37,0,KUMWE               ,V5-JC @,NA,0,99,Other,29,8,2023-01-01 00:00:00 UTC,@@@@@@@@@@@@@@@@@@@@,7,terrestrial
2024-01-01 00:00:02.891 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:50:17 UTC,2024-01-01 00:00:02 UTC,310803000,5.32064,4.4236733333333325,0,0.1,321,8753122,BLACKFORD DOLPHIN@@@,ZCEY8@@,BM,8.2,99,Other,0,0,2023-03-05 12:00:00 UTC,OYO@@@@@@@@@@@@@@@@@,3,terrestrial
2024-01-01 00:00:19.219 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:57:23 UTC,2024-01-01 00:00:02 UTC,657430000,3.9912433333333337,7.2907366666666666,0,266,199,7374280,FPSO MYSTRAS        ,5NQT   ,NG,0,90,Other,240,45,,@@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:02.974 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:56:25 UTC,2024-01-01 00:00:02 UTC,657191900,4.24153,7.80325,0.4,74.5,301,9762170,PRINCESS JOHANNA II@,5OJQ@@@,NG,4,60,Passenger Ship,40,6,2023-10-04 10:00:00 UTC,EKPE / ASABO@@@@@@@@,2,terrestrial
2024-01-01 00:00:02.488 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:57:59 UTC,2024-01-01 00:00:02 UTC,710000009,-22.883933333333335,-43.2129,0,168.3,511,9145451,HERCULES            ,PR 9633,BR,0,92,Other,29,10,2023-10-15 06:00:00 UTC,RIO DE JANEIRO      ,3,terrestrial
2024-01-01 04:25:53.353 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:54:05 UTC,2024-01-01 00:00:02 UTC,701112000,-52.255266666666664,-68.000566666666671,6.9,199.6,511,0,CHIYO MARU 3        ,LW3320 ,AR,0,30,Fishing Vessel,54,10,2023-12-09 01:00:00 UTC,ZQNA DE PESCA       ,0,satellite
2024-01-01 00:00:51.113 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:57:13 UTC,2024-01-01 00:00:02 UTC,375337000,-1.1601916666666667,8.8179133333333333,1.6,352.7,31,9527489,SKOUL DU            ,J8B5814,VC,5.7,52,Tug,71,17,2023-12-31 09:30:00 UTC,"POG,GABON           ",0,terrestrial
2024-01-01 00:00:04.564 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:59:42 UTC,2024-01-01 00:00:02 UTC,659035000,-22.935350000000003,14.510133333333332,0,292.7,310,9185190,NORDERVON           ,V5RT   ,NA,6.9,30,Fishing Vessel,67,13,2023-02-07 17:00:00 UTC,WALVIS BAY          ,0,terrestrial
2024-01-01 00:00:03.065 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:59:22 UTC,2024-01-01 00:00:02 UTC,710030810,-26.88786,-48.663771666666669,0,50.8,511,9679232,WS SAGITARIUS       ,WS147  ,BR,5.8,52,Tug,24,11,2023-12-05 00:00:00 UTC,PARANAGUA           ,0,terrestrial
2024-01-01 00:00:17.468 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:56:30 UTC,2024-01-01 00:00:02 UTC,657195000,3.989,7.3139683333333334,0.5,330.7,511,0,SYMPHONY 5@@@@@@@@@@,5OLB  @,NG,3.1,0,Other,0,0,2023-05-18 13:00:00 UTC,ONNE PORT    @@@@@@@,0,terrestrial
2024-01-01 00:00:04.582 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:51:06 UTC,2024-01-01 00:00:02 UTC,755012914,-34.036125,-58.60366333333333,4.2,276,511,0,INCANSABLE@@@@@@@@@@,ZPMU@@@,PY,0.4,99,Other,0,0,2023-01-08 16:00:00 UTC,ASUNCION_           ,0,terrestrial
2024-01-01 00:00:02.283 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:42:23 UTC,2024-01-01 00:00:02 UTC,657203500,6.221118333333334,3.73012,1.5,64.9,511,9091595,NUE DEFENDER I      ,50NX   ,NG,2,99,Other,28,6,2023-08-17 11:00:00 UTC,ORDERS              ,0,terrestrial
2024-01-01 00:00:06.478 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:59:21 UTC,2024-01-01 00:00:02 UTC,538009945,-5.3704649999999994,12.161933333333334,0.1,10.7,511,0,PETRO CRAFT 1905-11 ,V7A5374,MH,0,1,,24,6,,MALONGO             ,0,terrestrial
2024-01-01 00:00:02.826 UTC,2024-01-01 00:00:02 UTC,2023-12-31 19:52:11 UTC,2024-01-01 00:00:02 UTC,701000599,-38.047461666666663,-57.537235,0,105.5,511,8903650,CABO TRES PUNTAS@@@@,LW 8446,AR,3.5,30,Fishing Vessel,33,8,2023-03-12 19:00:00 UTC,PTO MAR DEL PLATA@@@,7,terrestrial
2024-01-01 00:00:02.591 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:54:08 UTC,2024-01-01 00:00:02 UTC,657955000,4.24888,8.041755,0.3,55.8,511,0,SURFER 1943@@@@@@@@@,5NWP2@@,NG,0,60,Passenger Ship,19,4,,@@@@@@@@@@@@@@@@@@@@,6,terrestrial
2024-01-01 00:00:02.891 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:57:07 UTC,2024-01-01 00:00:02 UTC,373181000,6.4531816666666666,3.38191,0,254.1,511,9618094,SEVEN INAGHA        ,3FIZ5  ,PA,2.9,57,Special Craft,60,39,2023-12-11 15:00:00 UTC,LAGOS               ,5,terrestrial
2024-01-01 00:00:02.891 UTC,2024-01-01 00:00:02 UTC,2023-12-31 10:34:36 UTC,2024-01-01 00:00:02 UTC,657127600,6.371435,3.3887750000000003,0.3,325.5,511,,,50AL   ,NG,,80,Tanker,2,2,,,0,terrestrial
2024-01-01 00:51:42.144 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:04:33 UTC,2024-01-01 00:00:02 UTC,636019392,-19.754365,-38.325309999999995,10.8,18.4,19,9398280,CHIOS LION          ,D5UH5  ,LR,8.3,80,Tanker,237,42,2023-01-03 19:00:00 UTC,ARACAJU BRAZIL      ,0,satellite
2024-01-01 00:00:53.078 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:59:16 UTC,2024-01-01 00:00:02 UTC,253347000,-5.291055,11.547506666666667,0.4,165.7,91,9386689,BOURBON RUBY        ,LXRU   ,LU,5.6,70,Cargo,91,19,2023-12-28 19:00:00 UTC,NKP OFFSHORE        ,0,terrestrial
2024-01-01 00:00:03.927 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:39:03 UTC,2024-01-01 00:00:02 UTC,375466000,5.5960133333333335,5.0675083333333335,0.2,5.8,511,9734927,BATOIL BEAGLE 1@@@@@,50CS   ,VC,2.7,0,Other,34,10,2023-09-02 00:00:00 UTC, @@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:02.938 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:56:10 UTC,2024-01-01 00:00:02 UTC,701000732,-38.04646,-57.534805,0,230,212,8708452,NAVEGANTES@@@@@@@@@@,SSD@@@@,AR,5.9,30,Fishing Vessel,61,11,2023-09-04 06:00:00 UTC,MAR DEL PLATA@@@@@@@,0,terrestrial
2024-01-01 00:00:02.591 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:56:15 UTC,2024-01-01 00:00:02 UTC,311001150,6.300115,2.48113,8.2,273.8,272,9224312,CMA CGM CHIWAN      ,C6FN9  ,BS,9.1,70,Cargo,260,32,2023-01-01 06:00:00 UTC,NGAPP               ,0,terrestrial
2024-01-01 00:00:28.683 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:55:25 UTC,2024-01-01 00:00:02 UTC,657160200,4.4644033333333333,7.17683,0.6,95.3,511,7636913,BATTLEAXE@@@@@@@@@@@,5NVO3  ,NG,4,52,Tug,37,10,2023-11-01 20:17:00 UTC,N@@@@@@@@@@@@@@@@@@@,15,terrestrial
2024-01-01 00:00:02.647 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:58:07 UTC,2024-01-01 00:00:02 UTC,701006056,-38.033938333333339,-57.53007,0,0.5,511,8614326,NAVEGANTES II@@@@@@@,LW2857@,AR,3.8,30,Fishing Vessel,67,10,2023-04-04 13:00:00 UTC,PTO MAR DEL PLATA@@@,0,terrestrial
2024-01-01 00:00:03.066 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:58:47 UTC,2024-01-01 00:00:02 UTC,710024840,-26.888828333333333,-48.664358333333332,0,184.8,511,9668702,SAAM PARINTINS      ,PPPZ   ,BR,4.2,90,Other,22,11,,ITAJAI-SC           ,0,terrestrial
2024-01-01 00:00:18.443 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:58:31 UTC,2024-01-01 00:00:02 UTC,657190700,4.224661666666667,8.02529,1.4,50.7,511,9567568,SURFER 2604@@@@@@@@@,5OGJ2@@,NG,1.2,69,Passenger Ship,25,6,2023-11-24 19:20:00 UTC,YOHO@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:04.485 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:59:38 UTC,2024-01-01 00:00:02 UTC,627250000,5.60605,0.054166666666666669,0.5,32.3,240,8210493,IRIS-QUEEN          ,9GBU2  ,GH,6.8,30,Fishing Vessel,62,12,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:02.838 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:59:35 UTC,2024-01-01 00:00:02 UTC,657122200,4.250975,7.793945,0.3,11.8,156,9689287,DIJAMA              ,5NYQ2  ,NG,2.5,36,Sailing Vessel,50,9,2023-12-29 10:30:00 UTC,YOHO_FIELD          ,8,terrestrial
2024-01-01 00:00:04.472 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:58:57 UTC,2024-01-01 00:00:02 UTC,770576364,-34.903986666666668,-56.213488333333331,0,112.6,511,8519590,VB GLADIADOR        ,CXZU9  ,UY,5.5,100,,37,12,2023-05-02 22:30:00 UTC,MONTEVIDEO@@@@@@@@@@,3,terrestrial
2024-01-01 00:00:02.283 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:54:22 UTC,2024-01-01 00:00:02 UTC,657113700,4.13246,7.9105216666666669,0.1,321.9,333,9661895,JASCON 57           ,5NTK5  ,NG,4,90,Other,50,13,2023-07-08 12:00:00 UTC,ONNE PORT           ,8,terrestrial
2024-01-01 00:00:03.998 UTC,2024-01-01 00:00:02 UTC,,2024-01-01 00:00:02 UTC,657125600,6.4505966666666668,3.3733099999999996,0.1,88.8,511,,,,NG,,,,,,,,15,terrestrial
2024-01-01 00:00:02.832 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:58:03 UTC,2024-01-01 00:00:02 UTC,710030460,-23.991675,-46.293156666666661,0,107.1,511,9679220,WS POLARIS          ,AB10   ,BR,5.6,52,Tug,24,11,2023-03-27 07:30:00 UTC,PORTO DE SANTOS     ,0,terrestrial
2024-01-01 00:00:04.582 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:58:28 UTC,2024-01-01 00:00:02 UTC,601123456,6.4304133333333331,3.3381616666666667,0.9,61.3,511,0,MAIZUBE.1@@@@@@@@@@@,5NMP@@@,ZA,0,0,Other,0,0,,@@@@@@@@@@@@@@@@@@@@,0,terrestrial
2024-01-01 00:00:02.221 UTC,2024-01-01 00:00:02 UTC,2023-12-31 23:55:02 UTC,2024-01-01 00:00:02 UTC,657150900,4.2345583333333332,8.0049516666666669,1.2,13,511,0,SILVERLINE1 AIS 2@@@,5ODU @@,NG,1.3,0,Other,0,0,2023-12-01 08:31:00 UTC,EDOP  @@@@@@@@@@@@@@,0,terrestrial
